 StrtDate:08-03-2025 StrtTime:12:57:44 EndDate :08-08-2025 EndTime :18:48:05 MN Converter:CMS-MNG-E Units   :07 Records :007549 Cycle:060
 Adres:51, Attr:OC, Modl:PUMY-P36/48NKMU1(-BS), Serial No:REDACTED, Ver:550000, SubVer:000000, Capa: 200, Modl:03,TypeCode:D6h,SubNo:  ,Group No:-,Branch No:-, UnitInfo:01_80,02_80,03_80,04_80,05_80,06_80,
 Adres:1, Attr:IC, Modl:F/P, Serial No:REDACTED, Ver:036602, SubVer:FFFFFF, Capa:  16, Modl:FF,TypeCode:70h,SubNo:  ,Group No:-,Branch No:0, UnitInfo:33_83,
 Adres:2, Attr:IC, Modl:F/P, Serial No:REDACTED, Ver:105301, SubVer:FFFFFF, Capa:   5, Modl:FF,TypeCode:70h,SubNo:  ,Group No:-,Branch No:0, UnitInfo:33_83,
 Adres:3, Attr:IC, Modl:F/P, Serial No:REDACTED, Ver:105301, SubVer:FFFFFF, Capa:  10, Modl:FF,TypeCode:70h,SubNo:  ,Group No:-,Branch No:0, UnitInfo:33_83,
 Adres:4, Attr:IC, Modl:PAC-MK*BC, Serial No:REDACTED, Ver:140000, SubVer:FFFFFF, Capa:   5, Modl:FF,TypeCode:92h,SubNo:  ,Group No:-,Branch No:0, UnitInfo:33_83,
 Adres:5, Attr:IC, Modl:PAC-MK*BC, Serial No:REDACTED, Ver:140000, SubVer:FFFFFF, Capa:   5, Modl:FF,TypeCode:92h,SubNo:  ,Group No:-,Branch No:0, UnitInfo:33_83,
 Adres:6, Attr:IC, Modl:F/P, Serial No:REDACTED, Ver:105604, SubVer:FFFFFF, Capa:   6, Modl:FF,TypeCode:70h,SubNo:  ,Group No:-,Branch No:0, UnitInfo:33_83,
  , , ,OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),IC(001),IC(001),IC(001),IC(001),IC(002),IC(002),IC(002),IC(002),IC(003),IC(003),IC(003),IC(003),IC(004),IC(004),IC(004),IC(004),IC(005),IC(005),IC(005),IC(005),IC(006),IC(006),IC(006),IC(006),
8/3/2025,16:07:26,190, 33.3, 37.3, 54.9,  8.5, 33.3, 53.2,328.6,126.6, 1615, 205,  2.7, 10.0,OFF ,Cooling, 25.5,  9.0,  1.3, 10.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  3.2, 12.1,555.0, 480, 123,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,OFF ,OFF ,OFF ,OFF ,OFF ,Ordinary,100, ON ,OFF ,OFF ,OFF ,OFF ,29,7, 190,  60,  60, 172,  60, 164,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,OFF , 23.0,  9.3, 14.4,Cool ON, 23.5,  9.5, 18.2,Stop, 23.0, 22.8, 23.2,Stop, 20.7,  9.5,  9.0,Cool ON, 25.5, 22.5, 23.0,Stop, 21.5,  9.5,  9.9,Cool ON,
8/3/2025,16:08:26,191, 34.2, 37.7, 54.9,  8.9, 33.3, 53.2,331.4,126.6, 1657, 205,  3.6, 10.0,OFF ,Cooling, 25.5,  9.0,  1.3, 10.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  3.3, 12.3,553.0, 480, 123,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,OFF ,OFF ,OFF ,OFF ,OFF ,Ordinary,100, ON ,OFF ,OFF ,OFF ,OFF ,29,7, 190,  60,  60, 172,  60, 164,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,OFF , 23.0,  9.1, 14.4,Cool ON, 23.5,  9.5, 18.2,Stop, 23.0, 22.8, 23.2,Stop, 20.7,  9.0,  9.0,Cool ON, 25.5, 22.5, 23.0,Stop, 21.5,  9.5, 10.3,Cool ON,
8/3/2025,16:09:26,192, 32.9, 37.7, 54.9,  8.9, 33.3, 53.2,328.6,126.6, 1645, 205,  3.6, 10.0,OFF ,Cooling, 25.5,  9.0,  0.9, 10.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  3.2, 12.1,553.0, 480, 123,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,OFF ,OFF ,OFF ,OFF ,OFF ,Ordinary,100, ON ,OFF ,OFF ,OFF ,OFF ,29,7, 190,  60,  60, 172,  60, 164,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,OFF , 23.0,  9.2, 14.3,Cool ON, 23.5,  9.5, 18.2,Stop, 23.0, 22.8, 23.2,Stop, 20.7,  9.0,  9.0,Cool ON, 25.5, 22.5, 23.0,Stop, 21.5,  9.5, 10.3,Cool ON,
8/3/2025,16:10:26,193, 33.7, 37.7, 54.9,  8.9, 33.3, 53.2,324.3,128.0, 1618, 205,  4.0, 10.0,OFF ,Cooling, 25.5,  9.0,  0.9, 10.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  3.2, 12.2,552.0, 480, 123,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,OFF ,OFF ,OFF ,OFF ,OFF ,Ordinary,100, ON ,OFF ,OFF ,OFF ,OFF ,29,7, 190,  60,  60, 172,  60, 164,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,OFF , 23.0,  9.4, 14.4,Cool ON, 23.5,  9.5, 18.2,Stop, 23.0, 22.8, 23.2,Stop, 20.7,  9.5,  9.0,Cool ON, 25.5, 23.0, 23.0,Stop, 21.5,  9.5, 10.3,Cool ON,
8/3/2025,16:11:26,194, 33.3, 37.3, 54.7,  8.9, 33.3, 53.2,324.3,126.6, 1603, 205,  4.0, 10.0,OFF ,Cooling, 25.5,  9.0,  1.3, 10.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  3.2, 12.0,551.0, 480, 123,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,OFF ,OFF ,OFF ,OFF ,OFF ,Ordinary,100, ON ,OFF ,OFF ,OFF ,OFF ,29,7, 190,  60,  60, 172,  60, 164,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,OFF , 23.0,  9.1, 14.3,Cool ON, 23.5,  9.5, 18.2,Stop, 23.0, 22.8, 23.2,Stop, 20.7,  9.0,  9.0,Cool ON, 25.5, 22.5, 23.0,Stop, 21.5,  9.5,  9.9,Cool ON,
8/3/2025,16:12:26,195, 33.3, 37.3, 54.5,  8.5, 32.9, 53.1,321.4,126.6, 1604, 205,  3.6, 10.0,OFF ,Cooling, 25.5,  9.0,  1.3, 10.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  3.2, 12.0,554.0, 480, 123,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,OFF ,OFF ,OFF ,OFF ,OFF ,Ordinary,100, ON ,OFF ,OFF ,OFF ,OFF ,29,7, 190,  60,  60, 172,  60, 164,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,OFF , 23.0,  9.1, 14.3,Cool ON, 23.5,  9.5, 18.2,Stop, 23.0, 22.8, 23.2,Stop, 20.7,  9.0,  9.0,Cool ON, 25.5, 23.0, 23.0,Stop, 21.5,  9.5,  9.9,Cool ON,
8/3/2025,16:13:26,196, 31.2, 37.3, 53.9,  8.5, 32.9, 52.7,324.3,126.6, 1613, 205,  3.6, 10.0,OFF ,Cooling, 25.5,  9.0,  1.3, 10.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  3.2, 12.1,554.0, 480, 123,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,OFF ,OFF ,OFF ,OFF ,OFF ,Ordinary,100, ON ,OFF ,OFF ,OFF ,OFF ,29,7, 190,  60,  60, 172,  60, 164,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,OFF , 23.0,  9.3, 14.4,Cool ON, 23.5,  9.5, 18.2,Stop, 23.0, 22.8, 23.2,Stop, 20.7,  9.0,  9.0,Cool ON, 25.5, 23.0, 23.0,Stop, 21.5,  9.5, 10.3,Cool ON,
8/3/2025,16:14:26,197, 33.3, 37.7, 54.3,  8.5, 32.9, 52.6,328.6,128.0, 1634, 206,  5.7, 10.0,OFF ,Cooling, 25.5,  9.0,  1.3, 10.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  3.2, 12.2,553.0, 480, 123,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,OFF ,OFF ,OFF ,OFF ,OFF ,Ordinary,100, ON ,OFF ,OFF ,OFF ,OFF ,29,7, 190,  60,  60, 172,  60, 164,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,OFF , 23.0,  9.5, 14.4,Cool ON, 23.5,  9.5, 18.2,Stop, 23.0, 22.8, 23.2,Stop, 20.7, 10.0,  9.5,Cool ON, 25.5, 23.0, 23.0,Stop, 21.5,  9.5, 10.3,Cool ON,
8/3/2025,16:15:26,198, 35.0, 36.8, 53.7, 10.1, 32.9, 52.5,314.3,135.1, 1047, 148,  5.7, 10.0,OFF ,Cooling, 25.5,  6.5,  0.4, 10.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  2.2, 11.4,558.0, 480,  83,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,OFF ,OFF ,OFF ,OFF ,OFF ,Ordinary,100, ON ,OFF ,OFF ,OFF ,OFF ,20,6, 185,  60,  60,  60,  60, 179,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,OFF , 23.0, 10.3, 14.5,Cool ON, 23.5, 10.7, 18.5,Stop, 23.0, 22.8, 23.2,Stop, 20.2, 10.0, 10.0,Cool OFF, 25.5, 23.0, 23.0,Stop, 21.5, 10.3, 10.3,Cool ON,
8/3/2025,16:16:26,199, 31.2, 37.7, 53.0,  8.9, 32.9, 52.5,338.5,126.6, 1629, 196,  2.3, 10.0,OFF ,Cooling, 25.5,  6.5,  2.6, 10.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  3.2, 12.4,553.0, 480, 100,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,OFF ,OFF ,OFF ,OFF ,OFF ,Ordinary,100, ON ,OFF ,OFF ,OFF ,OFF ,28,6, 184,  60,  60,  60,  60, 178,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,OFF , 23.0,  9.4, 14.4,Cool ON, 23.5, 10.3, 18.2,Stop, 23.0, 22.8, 23.2,Stop, 20.2, 12.5, 13.0,Cool OFF, 25.5, 22.5, 22.5,Stop, 21.5,  9.5,  9.1,Cool ON,
8/3/2025,16:17:26,200, 30.7, 41.1, 56.6,  7.7, 33.3, 54.0,359.8,120.9, 1941, 210,  2.3, 10.0,OFF ,Cooling, 25.5,  6.5,  2.8, 10.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  3.8, 13.3,551.0, 480, 100,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,OFF ,OFF ,OFF ,OFF ,OFF ,Ordinary,100, ON ,OFF ,OFF ,OFF ,OFF ,31,6, 186,  60,  60,  60,  60, 179,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,OFF , 23.0,  8.3, 14.0,Cool ON, 23.5, 11.5, 18.2,Stop, 23.0, 22.8, 23.2,Stop, 20.2, 14.0, 14.0,Cool OFF, 25.5, 22.5, 22.5,Stop, 21.5,  8.7,  7.9,Cool ON,
8/3/2025,16:18:26,201, 24.2, 39.6, 59.3,  7.7, 33.7, 55.4,357.0,120.9, 1919, 209, 11.3, 10.0,OFF ,Cooling, 25.5,  6.5,  2.8, 10.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  3.8, 13.4,550.0, 480, 100,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,OFF ,OFF ,OFF ,OFF ,OFF ,Ordinary,100, ON ,OFF ,OFF ,OFF ,OFF ,31,6, 186,  60,  60,  60,  60, 179,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,,,,,,,OFF , 23.0,  8.3, 14.3,Cool ON, 23.5, 10.7, 18.2,Stop, 23.0, 22.8, 23.2,Stop, 20.7, 15.0, 15.0,Cool OFF, 25.5, 22.5, 23.0,Stop, 21.5,  8.3,  7.9,Cool ON,
8/3/2025,16:19:26,202, 21.4, 37.7, 60.4,  8.1, 33.3, 56.5,352.7,120.9, 1890, 209, 11.3, 10.0,OFF ,Cooling, 25.5,  6.5,  3.4, 10.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  3.7, 13.1,549.0, 480, 100,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,OFF ,OFF ,OFF ,OFF ,OFF ,Ordinary,100, ON ,OFF ,OFF ,OFF ,OFF ,31,6, 186,  60,  60,  60,  60, 179,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,,,,,,,,,,,,,OFF , 23.0,  8.2, 14.7,Cool ON, 23.5,  9.1, 18.2,Stop, 23.0, 22.8, 23.2,Stop, 20.7, 15.0, 15.5,Cool OFF, 25.5, 22.5, 22.5,Stop, 21.5,  8.3,  7.9,Cool ON,
8/3/2025,16:20:26,203, 21.4, 36.8, 61.7,  9.3, 33.3, 57.2,357.0,119.5, 1985, 215, 19.7, 10.0,OFF ,Cooling, 25.5,  6.5,  6.0, 10.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  3.9, 13.2,554.0, 480, 100,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,OFF ,OFF ,OFF ,OFF ,OFF ,Ordinary,100, ON ,OFF ,OFF ,OFF ,OFF ,32,6, 186,  60,  60,  60,  60, 180,,,,,,,,,,,,,,,,,,,,,,,,,OFF , 23.0,  8.2, 14.5,Cool ON, 23.5,  8.7, 18.2,Stop, 23.0, 22.8, 23.2,Stop, 21.0, 15.5, 16.0,Cool OFF, 25.5, 22.5, 23.0,Stop, 21.5,  7.9,  7.5,Cool ON,
8/3/2025,16:21:26,204, 19.5, 36.4, 62.6, 10.9, 33.3, 58.1,357.0,119.5, 1979, 213, 19.7, 10.0,OFF ,Cooling, 25.5,  6.5,  6.1, 10.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  3.9, 13.3,550.0, 480, 100,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,OFF ,OFF ,OFF ,OFF ,OFF ,Ordinary,100, ON ,,,,,32,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 23.0,  8.1, 14.7,Cool ON, 23.5,  8.3, 18.2,Stop, 23.0, 22.8, 23.2,Stop, 21.0, 16.0, 16.0,Cool OFF, 25.5, 22.5, 23.0,Stop, 21.5,  7.9,  7.5,Cool ON,
8/3/2025,16:22:26,205, 22.2, 36.4, 63.9, 11.3, 33.3, 58.9,364.1,118.1, 2031, 212, 19.7, 10.0,OFF ,Cooling, 25.5,  6.5,  7.7, 10.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  4.0, 13.5,549.0, 480,  90,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,OFF ,OFF ,OFF ,OFF ,OFF ,Ordinary,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 23.0,  8.2, 14.7,Cool ON, 23.5,  7.9, 18.2,Stop, 23.0, 22.8, 23.2,Stop, 21.0, 16.0, 16.0,Cool OFF, 25.5, 22.5, 23.0,Stop, 21.5,  7.9,  7.1,Cool ON,
8/3/2025,16:23:26,206, 21.8, 36.4, 65.4, 11.3, 33.7, 59.6,367.0,118.1, 2025, 211, 19.7, 10.0,,Cooling, 25.5,  6.5,  6.9, 10.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  4.0, 13.4,551.0, 480,  90,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,OFF ,OFF ,OFF ,OFF ,OFF ,Ordinary,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 23.0,  8.2, 14.7,Cool ON, 23.5,  7.9, 18.2,Stop, 23.0, 22.8, 23.2,Stop, 21.0, 16.0, 16.0,Cool OFF, 25.5, 22.5, 23.0,Stop, 21.5,  7.5,  7.1,Cool ON,
8/3/2025,16:24:26,207, 23.8, 36.4, 66.2,  7.7, 34.2, 60.3,371.2,118.1, 2043, 211, 19.7, 10.0,,Cooling, 25.5,  6.5,  7.2, 10.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  4.0, 13.5,551.0, 480,  81,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,OFF ,OFF ,OFF ,OFF ,OFF ,Ordinary,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 23.5,  8.1, 14.7,Cool ON, 23.5,  7.5, 18.2,Stop, 23.5, 22.8, 23.2,Stop, 21.0, 16.0, 16.5,Cool OFF, 26.0, 22.5, 23.0,Stop, 21.5,  7.9,  7.1,Cool ON,
